id,skill,invocation,should_trigger,fixture,run_mode,prompt,checks_json,notes
EV-019,spec-spec-lint,explicit,true,tt_scaffold,read-only,$spec-spec-lint,"[""no_writes"", ""no_web_search""]",""
EV-020,spec-spec-lint,implicit,true,tt_scaffold,read-only,"Lint the OpenSpec Mini-SPEC under openspec/changes/eval-spec-from-readme/specs/mini-spec.md and report issues without modifying files.","[""no_writes"", ""no_web_search""]",""
EV-021,spec-spec-lint,negative,false,tt_scaffold,workspace-write,"Propose a fix plan for issues you expect in openspec/changes/eval-spec-from-readme/specs/mini-spec.md, but do not change any files. Output steps only.","[""no_writes"", ""no_file_writes_trace"", ""no_shell"", ""no_web_search""]","Near-miss: adjacent intent (quality control) but asks for a fix plan rather than a lint report."

EV-022,agents-bootstrap,contextual,true,node_verify,workspace-write,"Read package.json to confirm the single gate is `npm run verify`, then generate AGENTS.md + openspec/AGENTS.override.md enforcing that gate. Keep the policy minimal.","[""file_exists:AGENTS.md"", ""file_exists:openspec/AGENTS.override.md"", ""writes_only:AGENTS.md,openspec/**"", ""no_web_search""]","Contextual: references an in-repo file (package.json) as the source of truth for the gate command."
EV-023,repo-env-vars-bootstrap,contextual,true,env_readme,workspace-write,"Using the environment variables documented in README.md (e.g., FEATURE_FLAG_BETA), create .env.example with blank values and short inline comments from the README.","[""file_exists:.env.example"", ""file_contains:.env.example:FEATURE_FLAG_BETA"", ""writes_only:.env.example"", ""no_web_search""]","Contextual: grounds output on README.md content."
EV-024,repo-gates-bootstrap,contextual,true,empty_git,workspace-write,"From README.md, infer a safe package name, then create a minimal package.json that defines only one script: `verify`.","[""file_exists:package.json"", ""file_contains:package.json:verify"", ""writes_only:package.json"", ""no_web_search""]","Contextual: uses README.md to choose package.json name while enforcing the single gate policy."
EV-025,spec-bootstrap,contextual,true,empty_git,workspace-write,"Based on the repository context in README.md, scaffold openspec/ with the standard folders/templates for this catalog. Do not modify other files.","[""dir_exists:openspec"", ""writes_only:openspec/**"", ""no_web_search""]","Contextual: references README.md but still expects the standard OpenSpec scaffold."
EV-026,spec-spec-from-readme,contextual,true,tt_scaffold,workspace-write,"Follow openspec/specs/workflow.md conventions while populating openspec/changes/eval-spec-from-readme/specs/mini-spec.md from README.md. Keep it strictly v1, no invention.","[""file_exists:openspec/changes/eval-spec-from-readme/specs/mini-spec.md"", ""file_contains:openspec/changes/eval-spec-from-readme/specs/mini-spec.md:item of the day"", ""writes_only:openspec/**"", ""no_web_search""]","Contextual: adds a second repo input (workflow.md conventions)."
EV-027,spec-new-change-from-templates,contextual,true,with_openspec_templates,workspace-write,"Using openspec/templates (already present), create a new change slug 'eval-new-change-ctx' (mode=missing) and populate proposal.md + tasks.md + specs/mini-spec.md + specs/spec.md.","[""dir_exists:openspec/changes/eval-new-change-ctx"", ""file_exists:openspec/changes/eval-new-change-ctx/proposal.md"", ""file_exists:openspec/changes/eval-new-change-ctx/tasks.md"", ""file_exists:openspec/changes/eval-new-change-ctx/specs/mini-spec.md"", ""file_exists:openspec/changes/eval-new-change-ctx/specs/spec.md"", ""writes_only:openspec/**"", ""no_web_search""]","Contextual: explicitly references in-repo templates as the source material."
EV-028,spec-spec-lint,contextual,true,tt_scaffold,read-only,"Using openspec/specs/workflow.md as a style reference, lint openspec/changes/eval-spec-from-readme/specs/mini-spec.md and report issues. Do not modify files.","[""no_writes"", ""no_web_search""]","Contextual: ties lint findings to documented workflow conventions."
